year,month,dat,incident_code,Loc_start,loc_end,scene_incident,evidence_state_sponsor,type_state_sponsor,type_incident,total_nationalities,first_group_initiate,second_group_initiate,number_groups_involved,number_terrorists,number_female_terrorists,number_nationalities,first_nationality_terrorists,second_nationality_terrorists,third_nationality_terrorists,recidivists_present,number_victims,num_nationalities_victims,first_nationality_victim,second_nationality_victim,third_nationality_victim,num_us_victims,type_us_victims,type_imm_victims,nature_victim,wounded,terr_wounded,foreign_wounded,us_wounded,gov_wounded,killed,terr_killed,foreign_killed,us_killed,gov_killed,damage,weapon,logistical_success,,Greatest Number of Individuals Wounded,Greatest Number of Individuals Killed
2016,1,99,1,812,812,4,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,3,1,710,998,998,0,8,7,3,1,0,1,0,0,2,0,2,0,0,9,5,6,,,
2016,1,1,1,700,700,2,2,9,25,2,7010,9998,1,2,0,1,700,998,998,99,20,2,220,700,998,0,8,7,1,18,0,0,0,0,2,1,0,0,0,0,5,6,,,
2016,1,2,1,630,630,1,2,9,5,2,6332,9998,1,99,99,1,630,998,998,99,1,1,670,998,998,0,8,1,2,0,0,0,0,0,0,0,0,0,0,2,5,6,,,
2016,1,3,1,700,700,1,2,9,8,99,9999,9999,9,99,99,9,999,999,999,99,11,2,750,700,998,0,8,1,3,9,0,0,0,6,2,0,0,0,2,9,6,6,,,
2016,1,4,1,255,255,1,2,9,20,99,9999,9999,9,99,99,9,999,999,999,99,30,99,700,652,999,0,8,7,1,1,0,1,0,0,0,0,0,0,0,0,4,6,,,
2016,1,5,1,700,700,2,9,9,8,99,9999,9999,9,99,99,9,999,999,999,99,999,2,2,700,998,3,2,4,1,999,0,2,2,999,1,0,1,1,1,0,9,6,,,
2016,1,5,2,700,700,1,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,2,2,750,700,998,0,8,1,2,0,0,0,0,0,0,0,0,0,0,1,5,6,,,
2016,1,7,1,651,651,2,2,9,20,99,6500,9998,1,2,0,1,651,998,998,99,999,99,666,651,999,0,8,7,2,0,0,0,0,0,0,0,0,0,0,1,4,6,,,
2016,1,7,2,220,220,1,2,9,18,2,6002,9998,1,1,0,1,600,998,998,99,1,1,220,998,998,0,8,3,1,0,0,0,0,0,0,1,0,0,0,0,1,5,,,
2016,1,7,3,625,625,4,2,9,8,99,9999,9999,9,99,99,9,999,999,999,99,1,1,996,998,998,0,8,4,3,1,0,1,0,1,0,0,0,0,0,1,4,6,,,
2016,1,7,4,620,620,2,2,9,25,2,6213,9998,1,1,0,2,620,999,998,99,6,1,620,998,998,0,8,7,1,0,0,0,0,0,6,1,0,0,0,0,5,6,,,
2016,1,8,1,651,651,2,2,9,8,3,6515,9998,1,2,0,1,651,998,998,99,3,2,305,380,998,0,8,7,1,3,1,6,0,0,1,0,0,0,0,0,2,5,,,
2016,1,8,2,620,620,2,2,9,1,99,9999,9999,9,99,99,9,999,999,999,99,21,1,651,998,998,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
