year,month,dat,incident_code,Loc_start,loc_end,scene_incident,evidence_state_sponsor,type_state_sponsor,type_incident,total_nationalities,first_group_initiate,second_group_initiate,number_groups_involved,number_terrorists,number_female_terrorists,number_nationalities,first_nationality_terrorists,second_nationality_terrorists,third_nationality_terrorists,recidivists_present,number_victims,num_nationalities_victims,first_nationality_victim,second_nationality_victim,third_nationality_victim,num_us_victims,type_us_victims,type_imm_victims,nature_victim,wounded,terr_wounded,foreign_wounded,us_wounded,gov_wounded,killed,terr_killed,foreign_killed,us_killed,gov_killed,damage,weapon,logistical_success,,Greatest Number of Individuals Wounded,Greatest Number of Individuals Killed
2008,1,1,1,625,625,4,2,9,11,2,6249,9998,1,99,99,1,625,998,998,99,2,2,2,625,998,1,5,7,1,0,0,0,0,0,2,0,1,1,0,0,9,6,,,
2008,1,1,2,516,516,9,2,9,11,99,9999,9999,9,99,99,9,999,999,999,99,2,1,220,998,998,0,8,7,1,0,0,0,0,0,2,0,2,0,0,0,9,6,,,
2008,1,5,1,520,520,2,2,9,1,2,5200,9999,9,10,0,1,520,999,999,99,2,1,620,998,998,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,3,6,,,
2008,1,12,1,668,668,3,2,9,16,2,6803,9998,1,99,99,1,668,998,998,99,2,2,2,668,998,1,5,7,2,0,0,0,0,0,0,0,0,0,0,2,9,6,,,
2008,1,14,1,700,700,2,2,9,8,4,7010,9998,1,4,0,2,700,770,998,99,12,3,385,2,700,1,5,2,3,6,0,0,0,0,8,2,2,1,0,9,5,6,,,
2008,1,15,1,660,660,2,2,9,23,99,9999,9999,9,99,99,9,999,999,999,99,999,3,660,652,2,1,1,2,3,999,0,999,1,0,3,0,1,0,0,3,5,6,,,
2008,1,18,1,678,678,4,2,9,8,2,6802,9998,1,4,99,1,678,998,998,99,7,2,211,678,998,0,8,7,1,4,0,0,0,0,3,0,2,0,0,0,4,6,,,
2008,1,19,1,230,230,2,2,9,17,4,7719,9998,1,14,99,3,770,765,750,99,2,2,770,230,998,0,8,7,3,0,0,0,0,0,0,0,0,0,0,0,5,1,,,
2008,1,26,1,700,700,4,2,9,1,99,9999,9999,9,99,99,9,999,999,999,99,2,2,2,700,998,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2008,2,1,1,435,435,3,2,9,8,99,9999,9999,9,99,99,9,999,999,999,99,5,3,666,220,435,0,8,2,1,4,0,3,0,0,0,0,0,0,0,0,4,6,,,
2008,2,5,1,520,520,2,2,9,8,99,9999,9999,9,99,99,9,999,999,999,99,121,2,530,520,998,0,8,7,1,100,0,999,0,0,21,0,999,0,0,0,5,6,,,
2008,2,11,1,645,645,2,2,9,1,3,6648,9998,1,20,0,1,645,998,998,99,3,3,200,2,645,1,4,6,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2008,2,12,1,520,520,4,2,9,1,99,9999,9999,9,99,99,9,999,999,999,99,2,2,255,520,998,0,8,5,1,3,2,0,0,0,0,0,0,0,0,0,9,6,,,
2008,2,15,1,668,668,2,2,9,6,99,6670,9999,9,12,99,9,667,999,999,99,2,2,2,668,998,1,5,7,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2008,3,4,1,475,475,2,2,9,1,2,4756,9998,1,99,99,1,475,998,998,99,2,2,997,475,998,0,8,5,1,1,0,0,0,1,0,0,0,0,0,0,4,6,,,
2008,3,5,1,710,710,4,2,9,10,2,3,9998,1,1,0,1,710,998,998,99,11,2,900,710,998,0,8,7,3,0,0,0,0,0,1,1,0,0,0,0,5,5,,,
2008,3,6,1,840,840,3,2,9,17,99,6670,9998,1,3,99,9,663,667,999,99,4,4,2,200,900,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,1,,,
2008,3,6,2,666,666,3,2,9,8,2,6804,9998,1,1,0,1,667,998,998,99,17,1,666,998,998,0,8,7,1,9,0,0,0,0,9,1,0,0,0,0,4,6,,,
2008,3,15,1,770,770,2,2,9,6,6,7720,9998,1,99,99,1,770,998,998,99,13,6,2,640,20,5,1,2,3,11,0,8,5,7,2,0,1,0,0,9,5,6,,,
2008,3,18,1,678,678,3,2,9,8,99,6805,9999,9,99,99,9,651,999,999,99,19,2,2,680,998,1,1,2,3,18,0,0,0,5,0,0,0,0,0,9,6,6,,,
2008,4,99,1,475,475,1,2,9,12,2,4756,9998,1,99,99,1,475,998,998,99,1,1,210,998,998,1,8,5,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2008,4,1,1,520,520,2,2,9,1,3,5200,9998,1,99,99,1,520,998,998,99,2,2,200,501,998,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,4,6,,,
2008,4,6,1,678,678,1,2,9,8,99,6805,6806,2,99,99,2,651,678,998,99,999,99,997,999,999,999,9,5,2,0,0,0,0,0,0,0,0,0,0,9,6,6,,,
2008,4,13,1,520,520,3,2,9,8,3,5200,9998,1,99,99,1,520,998,998,99,4,3,200,501,520,0,8,7,1,0,0,0,0,0,4,0,3,0,0,0,4,6,,,
2008,4,21,1,475,475,1,2,9,6,2,4756,9998,1,99,99,1,475,475,998,99,1,1,2,998,998,1,4,5,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2008,4,21,2,475,475,1,2,9,6,2,4756,9998,1,99,99,1,475,475,998,99,1,1,210,998,998,0,8,5,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
