year,month,dat,incident_code,Loc_start,loc_end,scene_incident,evidence_state_sponsor,type_state_sponsor,type_incident,total_nationalities,first_group_initiate,second_group_initiate,number_groups_involved,number_terrorists,number_female_terrorists,number_nationalities,first_nationality_terrorists,second_nationality_terrorists,third_nationality_terrorists,recidivists_present,number_victims,num_nationalities_victims,first_nationality_victim,second_nationality_victim,third_nationality_victim,num_us_victims,type_us_victims,type_imm_victims,nature_victim,wounded,terr_wounded,foreign_wounded,us_wounded,gov_wounded,killed,terr_killed,foreign_killed,us_killed,gov_killed,damage,weapon,logistical_success,,Greatest Number of Individuals Wounded,Greatest Number of Individuals Killed
2006,1,1,1,668,668,4,2,9,1,99,6670,9998,1,99,99,1,667,998,998,99,3,99,325,300,999,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,9,5,,,
2006,1,1,2,678,678,9,2,9,1,2,6797,9998,1,99,99,1,678,998,998,99,5,1,325,998,998,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2006,1,7,1,645,645,4,2,9,1,2,6389,9998,1,99,99,1,645,998,998,99,2,2,2,645,998,1,5,6,1,0,0,0,0,0,1,0,0,0,0,0,9,6,,,
2006,1,11,1,475,475,1,2,9,1,6,4756,9998,1,99,99,1,475,998,998,99,5,5,2,355,200,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2006,1,15,1,700,700,4,2,9,24,2,7010,9998,1,1,99,1,700,998,998,99,16,2,20,700,998,0,8,2,1,13,0,3,0,3,4,1,1,0,1,0,5,6,,,
2006,1,17,1,41,41,1,2,9,8,3,414,9998,1,99,99,1,41,998,998,99,3,2,663,996,998,0,8,4,1,1,0,1,0,1,2,0,2,0,2,0,9,6,,,
2006,1,23,1,484,484,2,2,9,8,4,5005,9998,1,99,99,1,500,998,998,99,8,2,90,996,998,0,8,4,1,0,0,0,0,0,23,18,8,0,8,0,9,5,,,
2006,1,24,1,645,645,3,2,9,1,99,9999,9999,9,99,99,9,999,999,999,99,2,1,255,998,998,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2006,1,29,1,645,645,4,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,3,3,2,20,645,1,5,6,1,3,0,2,1,1,0,0,0,0,0,0,5,6,,,
2006,1,29,2,645,645,3,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,999,1,328,998,998,0,8,2,1,999,0,999,0,999,0,0,0,0,0,0,5,6,,,
2006,1,30,1,640,640,8,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,5,2,2,640,998,1,5,7,1,5,0,0,0,0,0,0,0,0,0,0,5,6,,,
2006,2,9,1,668,668,9,2,9,1,2,6670,9998,1,99,99,1,667,998,998,99,1,1,651,998,998,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2006,2,11,1,700,700,2,2,9,1,99,9999,9999,9,99,99,9,999,999,999,99,2,1,790,998,998,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,9,6,,,
2006,2,15,1,770,770,2,2,9,11,2,7699,9998,1,99,99,1,770,998,998,99,4,2,710,770,998,0,8,5,1,0,0,0,0,0,4,0,3,0,0,0,9,6,,,
2006,2,18,1,840,840,2,2,9,6,2,8419,9998,1,99,99,1,840,998,998,99,999,2,2,840,998,1,2,7,3,999,0,0,0,0,1,0,0,0,0,1,5,6,,,
2006,2,18,2,475,475,1,2,9,1,6,4756,9998,1,99,99,1,475,998,998,99,9,5,2,651,800,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,4,6,,,
2006,2,18,3,475,475,1,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,1,1,210,998,998,0,8,5,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2006,2,18,4,475,475,1,2,9,6,99,9999,9999,9,99,99,9,999,999,999,99,1,1,210,998,998,0,8,5,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2006,2,22,1,645,645,2,2,9,6,3,6745,9998,1,99,99,2,645,616,998,99,1,1,645,998,998,0,8,7,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2006,2,24,1,670,670,1,2,9,23,2,6706,9998,1,2,0,1,670,998,998,99,2,2,670,2,998,1,4,5,2,0,0,0,0,0,1,1,0,0,0,9,5,6,,,
